Erling Haaland, ST, Manchester City, Norway, Value: 916, https://fifastatic.fifaindex.com/FIFA24/players/239085.png, 00001
Guglielmo Vicario, GK, Tottenham Hotspur, Italy, Value: 706, https://fifastatic.fifaindex.com/FIFA24/players/240091.png, 00215
Alexis Mac Allister, CM/CAM/CDM, Liverpool, Argentina, Value: 704, https://fifastatic.fifaindex.com/FIFA24/players/239837.png, 00216
Dominik Szoboszlai, CAM, Liverpool, Hungary, Value: 708, https://fifastatic.fifaindex.com/FIFA24/players/236772.png, 00217
Noussair Mazraoui, RB, Bayern München, Morocco, Value: 706, https://fifastatic.fifaindex.com/FIFA24/players/236401.png, 00218
Kai Havertz, CAM/RW/ST, Arsenal, Germany, Value: 710, https://fifastatic.fifaindex.com/FIFA24/players/235790.png, 00219
Youssef En-Nesyri, ST, Sevilla FC, Morocco, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/235410.png, 00220
Édouard Mendy, GK, Al Ahli, Senegal, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/234642.png, 00221
Diogo Costa, GK, FC Porto, Portugal, Value: 712, https://fifastatic.fifaindex.com/FIFA24/players/234577.png, 00222
Alexander Isak, ST/LW, Newcastle United, Sweden, Value: 708, https://fifastatic.fifaindex.com/FIFA24/players/233731.png, 00223
Robin Le Normand, CB, Real Sociedad, Spain, Value: 710, https://fifastatic.fifaindex.com/FIFA24/players/233486.png, 00224
Nahuel Molina, RB/RWB/RM, Atlético de Madrid, Argentina, Value: 708, https://fifastatic.fifaindex.com/FIFA24/players/233084.png, 00225
Jadon Sancho, LW/LM, Manchester United, England, Value: 708, https://fifastatic.fifaindex.com/FIFA24/players/233049.png, 00226
Isi Palazón, RM, Rayo Vallecano, Spain, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/232498.png, 00227
Cristian Romero, CB, Tottenham Hotspur, Argentina, Value: 708, https://fifastatic.fifaindex.com/FIFA24/players/232488.png, 00228
Javi Galán, LB/LWB, Atlético de Madrid, Spain, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/231591.png, 00229
Donyell Malen, RM/ST, Borussia Dortmund, Netherlands, Value: 704, https://fifastatic.fifaindex.com/FIFA24/players/231447.png, 00230
Josué Chiamulera, CB, Athletico Paranaense, Brazil, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/230375.png, 00231
Lucas Mantela, GK, Palmeiras, Brazil, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/230182.png, 00232
Mario Hermoso, CB, Atlético de Madrid, Spain, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/229668.png, 00233
Dayot Upamecano, CB, Bayern München, France, Value: 708, https://fifastatic.fifaindex.com/FIFA24/players/229558.png, 00234
Manuel Akanji, CB, Manchester City, Switzerland, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/229237.png, 00235
Ferland Mendy, LB, Real Madrid, France, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/228618.png, 00236
Rodrigo Bentancur, CM/CDM, Tottenham Hotspur, Uruguay, Value: 706, https://fifastatic.fifaindex.com/FIFA24/players/227535.png, 00237
Federico Dimarco, LWB/LM/CB, Inter, Italy, Value: 706, https://fifastatic.fifaindex.com/FIFA24/players/226268.png, 00238
David García, CB, CA Osasuna, Spain, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/225341.png, 00239
Ivan Provedel, GK, Lazio, Italy, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/224987.png, 00240
Lucas Torreira, CDM/CM, Galatasaray, Uruguay, Value: 704, https://fifastatic.fifaindex.com/FIFA24/players/223959.png, 00241
Joelinton, CM/LW, Newcastle United, Brazil, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/223334.png, 00242
Enes Ünal, ST, Getafe CF, Turkey, Value: 704, https://fifastatic.fifaindex.com/FIFA24/players/223197.png, 00243
Mattia Zaccagni, LW, Lazio, Italy, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/220502.png, 00244
Jeremías Conan Ledesma, GK, Cádiz CF, Argentina, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/219522.png, 00245
Youri Tielemans, CM/CDM, Aston Villa, Belgium, Value: 704, https://fifastatic.fifaindex.com/FIFA24/players/216393.png, 00246
Seko Fofana, CM, Al Nassr, Ivory Coast, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/216320.png, 00247
Ángel Correa, ST/RM, Atlético de Madrid, Argentina, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/214997.png, 00248
Thomas Lemar, CM/LM, Atlético de Madrid, France, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/213565.png, 00249
Ricardo Horta, CAM/CF/RM, Braga, Portugal, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/213516.png, 00250
João Mário, RM/LM/CM, Benfica, Portugal, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/212814.png, 00251
Robert Andrich, CDM/CM, Bayer 04 Leverkusen, Germany, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/212242.png, 00252
Timo Werner, ST, RB Leipzig, Germany, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/212188.png, 00253
Vincenzo Grifo, LM/CF/CAM, Bayern München, Italy, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/212096.png, 00254
Mark Flekken, GK, Brentford, Netherlands, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/211738.png, 00255
Gayà, LB/LWB, Milan, Spain, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/211688.png, 00256
Otávio, RM/LM, Al Nassr, Portugal, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/210411.png, 00257
Fabian Schär, CB, Newcastle United, Switzerland, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/210047.png, 00258
Raphaël Guerreiro, LB/LM/CM, Bayern München, Portugal, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/209889.png, 00259
Mateo Kovačić, CM/CDM, Manchester City, Croatia, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/207410.png, 00260
Carvajal, RB, Real Madrid, Spain, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/204963.png, 00261
Jordan Pickford, GK, Everton, England, Value: 704, https://fifastatic.fifaindex.com/FIFA24/players/204935.png, 00262
Stefan Savić, CB, Atlético de Madrid, Montenegro, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/204639.png, 00263
Iñigo Martínez, CB, FC Barcelona, Spain, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/204525.png, 00264
Roberto Firmino, CF/ST, Al Ahli, Brazil, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/201942.png, 00265
Granit Xhaka, CM/CDM, Bayer 04 Leverkusen, Switzerland, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/199503.png, 00266
Anthony Lopes, GK, Olympique Lyonnais, Portugal, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/199482.png, 00267
Dušan Tadić, LW/CF/RW, Fenerbahçe, Serbia, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/199434.png, 00268
Stefan de Vrij, CB, Inter, Netherlands, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/198176.png, 00269
Callum Wilson, ST, Newcastle United, England, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/196978.png, 00270
Nicolás Otamendi, CB, Benfica, Argentina, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/192366.png, 00271
Mario Götze, CAM/CF/LM, Eintracht Frankfurt, Germany, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/192318.png, 00272
Fernando, CDM/CB, Sevilla FC, Brazil, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/184134.png, 00273
Olivier Giroud, ST, Milan, France, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/178509.png, 00274
Joselu, ST, Real Madrid, Spain, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/173608.png, 00275
Balde, LB/RB, Newcastle United, Spain, Value: 706, https://fifastatic.fifaindex.com/FIFA24/players/263578.png, 00276
Manuel Ugarte, CDM/CM, Paris Saint-Germain, Uruguay, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/253306.png, 00277
Ali Al Musrati, CDM/CM, Braga, Libya, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/252308.png, 00278
Beto, ST, Everton, Portugal, Value: 534, https://fifastatic.fifaindex.com/FIFA24/players/251892.png, 00279
Dejan Kulusevski, RW, Tottenham Hotspur, Sweden, Value: 538, https://fifastatic.fifaindex.com/FIFA24/players/247394.png, 00280
Edmond Tapsoba, CB, Bayer 04 Leverkusen, Burkina Faso, Value: 538, https://fifastatic.fifaindex.com/FIFA24/players/247263.png, 00281
Samuel Chukwueze, RW/RM, Milan, Nigeria, Value: 700, https://fifastatic.fifaindex.com/FIFA24/players/246172.png, 00282
Sancet, CAM/CM/ST, Athletic Club de Bilbao, Spain, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/244675.png, 00283
Amir Rrahmani, CB, Napoli, Kosovo, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/244263.png, 00284
Jonathan David, ST, LOSC Lille, Canada, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/243630.png, 00285
Pedro Porro, RB/RWB, Tottenham Hotspur, Spain, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/243576.png, 00286
João Félix, CF/ST/LW, FC Barcelona, Portugal, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/242444.png, 00287
Nicolás González, RW/LW, Fiorentina, Argentina, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/240690.png, 00288
Jonathan Clauss, RWB/RM/RB, Olympique de Marseille, France, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/239093.png, 00289
Ibrahima Konaté, CB, Liverpool, France, Value: 702, https://fifastatic.fifaindex.com/FIFA24/players/237678.png, 00290
Martin Terrier, LM/ST, Stade Rennais, France, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/236786.png, 00291
Arnaut Danjuma, ST/LM, Everton, Netherlands, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/236276.png, 00292
Reinildo, LB/CB, Atlético de Madrid, Mozambique, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/236045.png, 00293
Brais Méndez, CM/CAM/RM, Real Sociedad, Spain, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/235944.png, 00294
Edson Álvarez, CDM/CB, West Ham United, Mexico, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/235844.png, 00295
Ibrahim Sangaré, CDM/CM, Nottingham Forest, Ivory Coast, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/235173.png, 00296
Lucas Paquetá, CAM/CM, West Ham United, Brazil, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/233927.png, 00297
Xaver Schlager, CDM/CM, RB Leipzig, Austria, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/233195.png, 00298
Denzel Dumfries, RWB/RM, Inter, Netherlands, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/233096.png, 00299
Mason Mount, CAM/RW/CM, Manchester United, England, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/233064.png, 00300
Daichi Kamada, CAM/CM/CF, Lazio, Japan, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/232730.png, 00301
Miguel Almirón, RW/RM, Newcastle United, Paraguay, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230977.png, 00302
Ademola Lookman, ST/RM/RW, Atalanta, Nigeria, Value: 534, https://fifastatic.fifaindex.com/FIFA24/players/230899.png, 00303
Oswaldinato, ST, Flamengo, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230430.png, 00304
Nailton Suzuki, CAM/CF/ST, Atlético Mineiro, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230384.png, 00305
Welington Dano, LB/LM/LW, Atlético Mineiro, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230347.png, 00306
Adriano Bisesi, ST/CF, RB Bragantino, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230294.png, 00307
Rosival Dourado, CDM/CM/CAM, Corinthians, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230258.png, 00308
Adryan Zonta, LWB/LB, RB Bragantino, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/230256.png, 00309
Ben Chilwell, LB/LWB, Chelsea, England, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/229984.png, 00310
Davide Calabria, RB/RWB, Milan, Italy, Value: 536, https://fifastatic.fifaindex.com/FIFA24/players/228881.png, 00311
Yeray, CB, Athletic Club de Bilbao, Spain, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/227950.png, 00312
Fabián Ruiz, CM/CDM, Paris Saint-Germain, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/226271.png, 00313
Giovani Lo Celso, CAM/ST, Tottenham Hotspur, Argentina, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/226226.png, 00314
Ellyes Skhiri, CDM/CM, Eintracht Frankfurt, Tunisia, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/225126.png, 00315
Malcom, RM, Al Hilal, Brazil, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/222737.png, 00316
Hirving Lozano, RW, PSV, Mexico, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/221992.png, 00317
Diego Carlos, CB, Aston Villa, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/219693.png, 00318
Matteo Politano, RW/RM, Napoli, Italy, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/216409.png, 00319
Allan Saint-Maximin, LM/LW, Al Ahli, France, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/216388.png, 00320
Andrej Kramarić, CF/CM/CAM, TSG 1899 Hoffenheim, Croatia, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/216354.png, 00321
Iñaki Williams, RM/ST, Athletic Club de Bilbao, Ghana, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/216201.png, 00322
Duván Zapata, ST, Torino, Colombia, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/215333.png, 00323
Gerónimo Rulli, GK, Ajax, Argentina, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/215316.png, 00324
Benjamin Bourigeaud, CM/RM/RW, Stade Rennais, France, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/214097.png, 00325
Jonathan Tah, CB, Bayer 04 Leverkusen, Germany, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/213331.png, 00326
Anderson Talisca, CF/ST/CAM, Al Nassr, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/212523.png, 00327
Odisseas Vlachodimos, GK, Nottingham Forest, Greece, Value: 534, https://fifastatic.fifaindex.com/FIFA24/players/211990.png, 00328
Rui Silva, GK, Real Betis Balompié, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/210385.png, 00329
Gaëtan Laborde, ST, OGC Nice, France, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/209519.png, 00330
Fred, CM/CDM, Fenerbahçe, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/209297.png, 00331
Nathan Aké, CB/LB, Manchester City, Netherlands, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/208920.png, 00332
Lucas Vázquez, RB/RW, Real Madrid, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/208618.png, 00333
Bryan Cristante, CDM/CM, Roma, Italy, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/208268.png, 00334
William Carvalho, CDM/CAM, Real Betis Balompié, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/207566.png, 00335
Leandro Trossard, CF/LW, Arsenal, Belgium, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/207421.png, 00336
Kepa, GK, Real Madrid, Spain, Value: 534, https://fifastatic.fifaindex.com/FIFA24/players/206585.png, 00337
Maximilian Arnold, CDM/CM, VfL Wolfsburg, Germany, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/206511.png, 00338
Arkadiusz Milik, ST, Juventus, Poland, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/205175.png, 00339
Brice Samba, GK, RC Lens, France, Value: 534, https://fifastatic.fifaindex.com/FIFA24/players/204883.png, 00340
Mário Rui, LB, Napoli, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/204614.png, 00341
Felipe Anderson, RW/ST, Lazio, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/201995.png, 00342
Geoffrey Kondogbia, CM/CDM, Olympique de Marseille, Central African Rep., Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/201455.png, 00343
Danilo Pereira, CDM/CB, Paris Saint-Germain, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/200888.png, 00344
Steven Berghuis, CAM/CM/RW, Ajax, Netherlands, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/200260.png, 00345
Lewis Dunk, CB, Brighton & Hove Albion, England, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/199915.png, 00346
Danilo, CB/RB, Juventus, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/199304.png, 00347
Wilfried Zaha, LW/CF/LM, Galatasaray, Ivory Coast, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/198717.png, 00348
Lorenzo Insigne, LW/CF/LM, Toronto FC, Italy, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/198219.png, 00349
Sebastián Coates, CB, Sporting CP, Uruguay, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/197655.png, 00350
Henrikh Mkhitaryan, CAM/CM, Inter, Armenia, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/192883.png, 00351
Bernd Leno, GK, Fulham, Germany, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/192563.png, 00352
Nemanja Matić, CDM/CM, Stade Rennais, Serbia, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/191202.png, 00353
Lukáš Hrádecký, GK, Bayer 04 Leverkusen, Finland, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/190941.png, 00354
Muniain, CAM/LM, Athletic Club de Bilbao, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/189575.png, 00355
Toby Alderweireld, CB, Antwerp, Belgium, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/184087.png, 00356
Simon Kjær, CB, Milan, Denmark, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/179645.png, 00357
Etienne Capoue, CM/CDM, Villarreal CF, France, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/178213.png, 00358
Rui Patrício, GK, Roma, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/178005.png, 00359
Dries Mertens, CF/CAM, Galatasaray, Belgium, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/175943.png, 00360
Ivan Rakitić, CM/CDM, Sevilla FC, Croatia, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/168651.png, 00361
Kasper Schmeichel, GK, Anderlecht, Denmark, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/163587.png, 00362
Raúl Albiol, CB, Villarreal CF, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/157481.png, 00363
Guillermo Ochoa, GK, Salernitana, Mexico, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/140233.png, 00364
Pepe, CB, FC Porto, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA24/players/120533.png, 00365
Giorgi Mamardashvili, GK, Valencia CF, Georgia, Value: 532, https://fifastatic.fifaindex.com/FIFA24/players/262621.png, 00366
Arnau Martínez, RB/RWB, Girona FC, Spain, Value: 534, https://fifastatic.fifaindex.com/FIFA24/players/260815.png, 00367
