Kylian Mbappé, ST/LW, Paris SG, France, Value: 950, https://fifastatic.fifaindex.com/FIFA23/players/231747.png, 00001
Alejandro Remiro Gargallo, GK, Real Sociedad, Spain, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/227127.png, 00218
Wilfred Ndidi, CDM/CM, Leicester City, Nigeria, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/226790.png, 00219
Ismaël Bennacer, CDM/CM, Milan, Algeria, Value: 548, https://fifastatic.fifaindex.com/FIFA23/players/226754.png, 00220
André Onana, GK, Inter, Cameroon, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/226753.png, 00221
Guido Rodríguez, CDM, Real Betis, Argentina, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/225659.png, 00222
Borja Iglesias, ST, Real Betis, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/224179.png, 00223
David Soria, GK, Getafe CF, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/223952.png, 00224
Robin Gosens, LWB/LM, Inter, Germany, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/223697.png, 00225
Manuel Locatelli, CDM/CM, Juventus, Italy, Value: 548, https://fifastatic.fifaindex.com/FIFA23/players/222077.png, 00226
Angeliño, LWB/LM, TSG Hoffenheim, Spain, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/220651.png, 00227
Diego Carlos, CB, Aston Villa, Brazil, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/219693.png, 00228
Giovanni Di Lorenzo, RB, Napoli FC, Italy, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/217870.png, 00229
Stanislav Lobotka, CM/CDM, Napoli FC, Slovakia, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/216435.png, 00230
Gerónimo Rulli, GK, Ajax, Argentina, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/215316.png, 00231
Andreas Christensen, CB, FC Barcelona, Denmark, Value: 548, https://fifastatic.fifaindex.com/FIFA23/players/213661.png, 00232
Anderson Souza Conceição, CF/ST/CAM, Al Nassr, Brazil, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/212523.png, 00233
Julian Brandt, CAM/RM/CM, Borussia Dortmund, Germany, Value: 546, https://fifastatic.fifaindex.com/FIFA23/players/212194.png, 00234
Timo Werner, ST/LW, RB Leipzig, Germany, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/212188.png, 00235
Vincenzo Grifo, LM/CF/CAM, SC Freiburg, Italy, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/212096.png, 00236
Gayà, LB/LWB, Valencia CF, Spain, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/211688.png, 00237
Otávio, RM/LM, FC Porto, Portugal, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/210411.png, 00238
Raúl de Tomás, ST, Rayo Vallecano, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/210315.png, 00239
Ricardo Pereira, RB/RWB, Leicester City, Portugal, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/210243.png, 00240
Adrien Rabiot, CM/LM, Juventus, France, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/210008.png, 00241
Raphaël Guerreiro, LB/LM, Borussia Dortmund, Portugal, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/209889.png, 00242
Jamie Vardy, ST, Leicester City, England, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/208830.png, 00243
Sébastien Haller, ST, Borussia Dortmund, Ivory Coast, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/205693.png, 00244
Jordan Pickford, GK, Everton, England, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/204935.png, 00245
Willi Orban, CB, RB Leipzig, Hungary, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/204638.png, 00246
Iñigo Martínez Berridi, CB, Athletic Club, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/204525.png, 00247
Sergi Darder, CM/CDM/CAM, RCD Espanyol, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/202648.png, 00248
Geoffrey Kondogbia, CM/CDM/CB, Atlético de Madrid, Central African Rep., Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/201455.png, 00249
Morata, ST, Atlético de Madrid, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/201153.png, 00250
Nacho Fernández, CB/LB/RB, Real Madrid, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/200724.png, 00251
Lucas Digne, LB, Aston Villa, France, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/200458.png, 00252
Steven Berghuis, CAM/CM/RW, Ajax, Netherlands, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/200260.png, 00253
Francesco Acerbi, CB, Inter, Italy, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/199845.png, 00254
Granit Xhaka, CDM/CM, Arsenal, Switzerland, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/199503.png, 00255
Anthony Lopes, GK, OL, Portugal, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/199482.png, 00256
Dušan Tadić, LW/CF/RW, Ajax, Serbia, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/199434.png, 00257
Luis Muriel, ST, Bergamo Calcio, Colombia, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/199110.png, 00258
Wilfried Zaha, LM/CF/LW, Crystal Palace, Ivory Coast, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/198717.png, 00259
Sebastián Coates, CB, Sporting CP, Uruguay, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/197655.png, 00260
Joel Matip, CB, Liverpool, Cameroon, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/197061.png, 00261
Koke, CM/CDM, Atlético de Madrid, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/193747.png, 00262
Oliver Baumann, GK, TSG Hoffenheim, Germany, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/193698.png, 00263
Alexandre Lacazette, ST, OL, France, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/193301.png, 00264
Mario Götze, CAM/CM/LM, Frankfurt, Germany, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/192318.png, 00265
Leonardo Bonucci, CB, Juventus, Italy, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/184344.png, 00266
Marko Arnautović, ST, Bologna, Austria, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/184200.png, 00267
Toby Alderweireld, CB, Royal Antwerp FC, Belgium, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/184087.png, 00268
Ivan Perišić, LWB/LM, Spurs, Croatia, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/181458.png, 00269
Simon Kjær, CB, Milan, Denmark, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/179645.png, 00270
Olivier Giroud, ST, Milan, France, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/178509.png, 00271
Ivan Rakitić, CM/CDM, Sevilla FC, Croatia, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/168651.png, 00272
Kasper Schmeichel, GK, OGC Nice, Denmark, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/163587.png, 00273
Raúl Albiol, CB, Villarreal CF, Spain, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/157481.png, 00274
Giorgio Chiellini, CB, LAFC, Italy, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/138956.png, 00275
Zlatan Ibrahimović, ST, Milan, Sweden, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/41236.png, 00276
Jeremie Frimpong, RB/RWB/RM, Leverkusen, Netherlands, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/253149.png, 00277
Nuno Mendes, LB/LWB, Paris SG, Portugal, Value: 546, https://fifastatic.fifaindex.com/FIFA23/players/252145.png, 00278
Sven Botman, CB, Newcastle Utd, Netherlands, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/251809.png, 00279
Nico Schlotterbeck, CB, Borussia Dortmund, Germany, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/247819.png, 00280
Dejan Kulusevski, RW, Spurs, Sweden, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/247394.png, 00281
Ibañez, CB, Roma, Brazil, Value: 538, https://fifastatic.fifaindex.com/FIFA23/players/247257.png, 00282
Enzo Fernández, CM/CDM, Chelsea, Argentina, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/247090.png, 00283
Rodrygo, RW/LW/ST, Real Madrid, Brazil, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/243812.png, 00284
Dominik Livaković, GK, Dinamo Zagreb, Croatia, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/241671.png, 00285
Cucurella, LB/CB/LWB, Chelsea, Spain, Value: 538, https://fifastatic.fifaindex.com/FIFA23/players/239231.png, 00286
Randal Kolo Muani, ST/RM, Frankfurt, France, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/237679.png, 00287
Ibrahima Konaté, CB, Liverpool, France, Value: 544, https://fifastatic.fifaindex.com/FIFA23/players/237678.png, 00288
Antonín Barák, CF/CM, Fiorentina, Czech Republic, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/236791.png, 00289
Martin Terrier, LW/LM/ST, Stade Rennais FC, France, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/236786.png, 00290
Dominik Szoboszlai, CAM/LM, RB Leipzig, Hungary, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/236772.png, 00291
Ibrahim Sangaré, CDM/CM, PSV, Ivory Coast, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/235173.png, 00292
Diogo Costa, GK, FC Porto, Portugal, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/234577.png, 00293
Robin Le Normand, CB, Real Sociedad, France, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/233486.png, 00294
Xaver Schlager, CDM/CM, RB Leipzig, Austria, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/233195.png, 00295
Ruslan Malinovskyi, CF/CAM, OM, Ukraine, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/231969.png, 00296
Richarlison, ST/LW, Spurs, Brazil, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/231943.png, 00297
Oswaldinato, ST, Flamengo, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230430.png, 00298
Nailton Suzuki, CAM/CF/ST, Atlético Mineiro, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230384.png, 00299
Welington Dano, LB/LM, Atlético Mineiro, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230347.png, 00300
Adriano Bisesi, ST/CF, RB Bragantino, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230294.png, 00301
Rosival Jailson, CDM/CM/CAM, Corinthians, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230258.png, 00302
Adryan Zonta, LWB/LB, RB Bragantino, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230256.png, 00303
Heberto Gaúcho, CB/CDM, Atlético Mineiro, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/230225.png, 00304
Gianluca Mancini, CB, Roma, Italy, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/229582.png, 00305
Denis Zakaria, CDM/CM, Chelsea, Switzerland, Value: 540, https://fifastatic.fifaindex.com/FIFA23/players/229261.png, 00306
Christian Pulisic, LW/RW/LM, Chelsea, United States, Value: 542, https://fifastatic.fifaindex.com/FIFA23/players/227796.png, 00307
Benjamin Pavard, RB/CB, FC Bayern München, France, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/226851.png, 00308
Giovani Lo Celso, CAM/LM/ST, Villarreal CF, Argentina, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/226226.png, 00309
Aritz Elustondo, CB/RB, Real Sociedad, Spain, Value: 532, https://fifastatic.fifaindex.com/FIFA23/players/226221.png, 00310
Steven Bergwijn, LW/RW, Ajax, Netherlands, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/225953.png, 00311
Gonçalo Guedes, ST/LW, SL Benfica, Portugal, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/224411.png, 00312
Lucas Torreira, CDM/CM, Galatasaray, Uruguay, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/223959.png, 00313
Mario Pašalić, CAM/CF/CM, Bergamo Calcio, Croatia, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/223273.png, 00314
Hirving Lozano, RW, Napoli FC, Mexico, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/221992.png, 00315
Matteo Politano, RW/RM, Napoli FC, Italy, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/216409.png, 00316
Allan Saint-Maximin, LW/LM, Newcastle Utd, France, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/216388.png, 00317
Andrej Kramarić, CF/CAM/ST, TSG Hoffenheim, Croatia, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/216354.png, 00318
Seko Fofana, CM, RC Lens, Ivory Coast, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/216320.png, 00319
Iñaki Williams, ST/RM, Athletic Club, Ghana, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/216201.png, 00320
Juan Musso, GK, Bergamo Calcio, Argentina, Value: 532, https://fifastatic.fifaindex.com/FIFA23/players/214979.png, 00321
Benjamin Bourigeaud, RW/RM/LM, Stade Rennais FC, France, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/214097.png, 00322
Mateus Uribe, CM/CDM, FC Porto, Colombia, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/214047.png, 00323
Ricardo Horta, CAM/CF/ST, SC Braga, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/213516.png, 00324
Jonathan Tah, CB, Leverkusen, Germany, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/213331.png, 00325
João Mário, LM/RM/CM, SL Benfica, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/212814.png, 00326
Robert Andrich, CDM/CM, Leverkusen, Germany, Value: 532, https://fifastatic.fifaindex.com/FIFA23/players/212242.png, 00327
Odisseas Vlachodimos, GK, SL Benfica, Greece, Value: 534, https://fifastatic.fifaindex.com/FIFA23/players/211990.png, 00328
Mark Flekken, GK, SC Freiburg, Netherlands, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/211738.png, 00329
Nicolás Tagliafico, LB, OL, Argentina, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/211256.png, 00330
Alessio Romagnoli, CB, Latium, Italy, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/210413.png, 00331
Jonas Hofmann, CAM/RM/LM, M'gladbach, Germany, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/210324.png, 00332
Gaëtan Laborde, ST, OGC Nice, France, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/209519.png, 00333
Lucas Vázquez, RB/RW, Real Madrid, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/208618.png, 00334
William Carvalho, CDM/CM, Real Betis, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/207566.png, 00335
Kepa, GK, Chelsea, Spain, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/206585.png, 00336
Maximilian Arnold, CDM/CM, VfL Wolfsburg, Germany, Value: 532, https://fifastatic.fifaindex.com/FIFA23/players/206511.png, 00337
Luke Shaw, LB, Manchester Utd, England, Value: 532, https://fifastatic.fifaindex.com/FIFA23/players/205988.png, 00338
Téji Savanier, CAM/CM, Montpellier, France, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/205686.png, 00339
Edin Višća, RM/RW, Trabzonspor, Bosnia & Herzegovina, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/205678.png, 00340
James Ward-Prowse, CM, Southampton, England, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/205569.png, 00341
Arkadiusz Milik, ST, Juventus, Poland, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/205175.png, 00342
Marcel Sabitzer, CM/CDM/CAM, Manchester Utd, Austria, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/204923.png, 00343
Leonardo Spinazzola, LWB/LM, Roma, Italy, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/202884.png, 00344
Deulofeu, CF/ST, Udinese, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/202477.png, 00345
Kevin Volland, ST/CAM/CF, AS Monaco, Germany, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/200610.png, 00346
Danilo, RB/CB, Juventus, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/199304.png, 00347
Marc Bartra, CB, Trabzonspor, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/198141.png, 00348
Idrissa Gueye, CDM/CM, Everton, Senegal, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/193474.png, 00349
Juan Cuadrado, RB/RM/RW, Juventus, Colombia, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/193082.png, 00350
Henrikh Mkhitaryan, CAM/CM, Inter, Armenia, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/192883.png, 00351
Nicolás Otamendi, CB, SL Benfica, Argentina, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/192366.png, 00352
Lukáš Hrádecký, GK, Leverkusen, Finland, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/190941.png, 00353
Oscar, CAM/CM/LW, Shanghai Port, Brazil, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/188152.png, 00354
Rafael Tolói, CB, Bergamo Calcio, Italy, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/187598.png, 00355
Azpilicueta, CB/RWB/RB, Chelsea, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/184432.png, 00356
Jordan Henderson, CM/CDM, Liverpool, England, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/183711.png, 00357
Yuri Berchiche, LB, Athletic Club, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/183512.png, 00358
Edinson Cavani, ST, Valencia CF, Uruguay, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/179813.png, 00359
Adán, GK, Sporting CP, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/178086.png, 00360
Joselu, ST, RCD Espanyol, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/173608.png, 00361
Simon Mignolet, GK, Club Brugge, Belgium, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/173426.png, 00362
Carlos Vela, RW/LW/CAM, LAFC, Mexico, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/169416.png, 00363
Łukasz Fabiański, GK, West Ham, Poland, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/164835.png, 00364
Jesús Navas, RB/RM, Sevilla FC, Spain, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/146536.png, 00365
Pepe, CB, FC Porto, Portugal, Value: 530, https://fifastatic.fifaindex.com/FIFA23/players/120533.png, 00366
Gavi, CM/LW/RW, FC Barcelona, Spain, Value: 538, https://fifastatic.fifaindex.com/FIFA23/players/264240.png, 00367
Vitinha, CM/CAM, Paris SG, Portugal, Value: 538, https://fifastatic.fifaindex.com/FIFA23/players/255253.png, 00368
Ali Musrati, CDM/CM, SC Braga, Libya, Value: 526, https://fifastatic.fifaindex.com/FIFA23/players/252308.png, 00369
Beto, ST, Udinese, Portugal, Value: 526, https://fifastatic.fifaindex.com/FIFA23/players/251892.png, 00370
Jurriën Timber, CB/RB, Ajax, Netherlands, Value: 536, https://fifastatic.fifaindex.com/FIFA23/players/251805.png, 00371
